text,stress_level,study_hour,screen_time,sleep_hour,social_hours,physical_activity,stress_score
I'm constantly anxious and scared of failing.,High,3.0,3.4,5.9,1.2,2.9,79.0
I feel mentally exhausted and helpless.,High,1.0,4.0,5.1,1.9,2.1,99.0
Work is draining all my energy and hope.,High,1.9,3.7,3.6,2.0,0.9,87.0
My heart is racing and I feel overwhelmed.,High,1.7,8.1,3.8,1.3,1.7,86.0
I feel mentally exhausted and helpless.,High,0.7,4.1,3.9,3.6,2.8,94.0
I'm constantly anxious and scared of failing.,High,2.0,6.6,4.0,3.8,1.3,70.0
Nothing is going right in my life.,High,0.4,6.9,4.7,2.2,1.5,72.0
My heart is racing and I feel overwhelmed.,High,2.0,8.2,3.9,4.8,1.7,85.0
I’m stressed and frustrated with everything.,High,1.8,4.5,5.4,3.3,2.6,94.0
Work is draining all my energy and hope.,High,3.6,3.5,3.3,5.3,2.6,81.0
Everything feels like too much to handle.,High,0.4,3.4,4.8,2.0,3.4,78.0
"Too many expectations, I can't breathe.",High,0.7,3.4,3.9,2.7,0.8,98.0
I can’t find peace even for a moment.,High,5.8,8.0,5.3,1.1,2.6,92.0
I'm constantly anxious and scared of failing.,High,5.3,3.2,3.1,3.7,1.2,94.0
Work is draining all my energy and hope.,High,4.8,8.7,4.5,5.5,2.8,82.0
I can't take this pressure anymore.,High,0.8,4.0,3.3,1.9,1.6,83.0
My heart is racing and I feel overwhelmed.,High,2.6,6.2,4.6,4.5,3.5,77.0
I’m stressed and frustrated with everything.,High,1.1,9.2,4.9,4.6,0.9,96.0
"Too many expectations, I can't breathe.",High,1.7,7.8,5.0,5.3,2.3,80.0
My mind is full of worry and fear.,High,2.5,8.5,4.7,2.6,0.7,100.0
I feel mentally exhausted and helpless.,High,2.8,9.7,5.9,5.5,2.5,100.0
I feel like everything is falling apart.,High,0.3,6.4,3.7,4.9,2.4,82.0
Life feels like a constant struggle.,High,6.0,7.4,4.2,4.2,1.6,91.0
I can't take this pressure anymore.,High,3.4,3.4,5.6,4.1,1.0,90.0
"Too many expectations, I can't breathe.",High,4.9,7.2,3.9,2.4,2.3,86.0
Life feels like a constant struggle.,High,3.6,4.5,3.3,3.5,3.2,71.0
Everything feels like too much to handle.,High,4.7,4.1,4.7,2.8,2.6,73.0
I feel mentally exhausted and helpless.,High,3.8,4.9,5.6,4.4,2.6,78.0
I'm constantly anxious and scared of failing.,High,0.4,3.4,5.8,4.3,2.7,73.0
I feel like everything is falling apart.,High,5.7,6.4,5.8,2.8,1.2,85.0
I can’t find peace even for a moment.,High,4.7,4.1,3.1,4.6,1.3,89.0
I’m stressed and frustrated with everything.,High,2.1,9.0,4.3,5.2,3.5,92.0
I have no motivation left to continue.,High,5.9,8.8,5.1,1.4,0.8,100.0
My mind is full of worry and fear.,High,1.6,3.8,4.0,3.4,2.2,86.0
Everything feels like too much to handle.,High,0.8,5.4,4.4,4.9,1.3,94.0
I cry almost every night due to stress.,High,1.3,4.3,3.7,5.3,2.7,88.0
I cry almost every night due to stress.,High,5.8,8.9,4.4,3.1,1.6,94.0
I feel mentally exhausted and helpless.,High,4.8,4.5,5.4,4.0,2.5,81.0
Nothing is going right in my life.,High,5.2,8.9,5.1,5.3,3.0,94.0
Life feels like a constant struggle.,High,0.0,6.2,3.8,3.0,1.9,93.0
Life feels like a constant struggle.,High,2.2,8.2,4.7,5.3,1.3,78.0
Work is draining all my energy and hope.,High,0.3,7.3,4.4,2.0,1.2,76.0
Life feels like a constant struggle.,High,5.5,6.9,4.8,1.1,0.6,93.0
I cry almost every night due to stress.,High,3.1,7.5,4.3,3.7,2.2,70.0
I'm constantly anxious and scared of failing.,High,3.8,7.3,3.2,3.1,0.5,86.0
I have no motivation left to continue.,High,0.6,7.2,3.2,1.5,3.0,93.0
Everything feels like too much to handle.,High,1.2,9.9,3.7,1.3,2.0,74.0
My mind is full of worry and fear.,High,0.4,5.6,3.4,5.2,0.9,97.0
I feel mentally exhausted and helpless.,High,3.9,7.6,5.6,5.7,0.5,88.0
I feel like everything is falling apart.,High,6.0,4.7,3.5,4.7,1.1,92.0
I’m stressed and frustrated with everything.,High,2.4,3.7,5.0,5.7,1.9,74.0
Everything feels like too much to handle.,High,5.0,5.6,4.2,4.6,1.8,75.0
"Too many expectations, I can't breathe.",High,5.5,4.9,5.8,3.4,1.8,90.0
I can’t find peace even for a moment.,High,0.8,8.4,3.6,5.9,2.6,74.0
I feel mentally exhausted and helpless.,High,3.3,9.4,5.3,4.5,3.2,70.0
Some days are tough but I push myself.,Medium,2.5,5.5,8.4,3.6,1.9,42.0
I feel pressure but I'm trying to stay strong.,Medium,7.9,6.1,6.3,3.7,0.8,58.0
Things are stressing me out a bit.,Medium,6.7,8.1,7.6,1.5,1.3,63.0
"Not the best day, but not the worst either.",Medium,6.7,8.9,7.0,1.5,2.4,42.0
Things are stressing me out a bit.,Medium,6.2,8.0,5.5,2.8,0.8,51.0
I'm dealing with some emotional pressure.,Medium,1.2,4.5,5.5,5.4,2.6,61.0
I feel a little stressed but I'm coping.,Medium,2.7,9.9,8.5,1.3,3.2,48.0
"Not the best day, but not the worst either.",Medium,7.1,3.2,6.8,5.7,1.5,62.0
Today has its ups and downs.,Medium,7.9,7.1,4.2,2.0,2.1,50.0
Trying to balance everything is tiring.,Medium,6.6,3.3,7.5,5.6,2.3,65.0
I feel anxious but still somewhat okay.,Medium,2.8,4.2,8.5,5.4,3.2,58.0
Today has its ups and downs.,Medium,5.1,4.5,7.9,4.0,1.9,62.0
Things are stressing me out a bit.,Medium,5.9,7.4,4.8,4.2,1.5,64.0
I feel a little stressed but I'm coping.,Medium,3.4,6.6,6.0,2.9,0.9,55.0
I could use some rest from the workload.,Medium,3.4,5.3,8.0,4.8,3.2,56.0
I feel a little stressed but I'm coping.,Medium,7.0,4.6,8.0,2.2,0.6,54.0
Some days are tough but I push myself.,Medium,2.5,5.8,8.3,1.0,3.2,49.0
I feel a little stressed but I'm coping.,Medium,1.8,3.8,7.4,5.0,2.7,63.0
I feel anxious but still somewhat okay.,Medium,5.4,4.6,4.4,2.4,3.0,40.0
I’m worried about deadlines but managing.,Medium,1.4,6.3,6.9,4.1,0.5,51.0
Things are stressing me out a bit.,Medium,2.1,8.9,6.1,5.3,1.3,61.0
My stress level is moderate today.,Medium,2.7,9.6,5.5,5.7,3.0,54.0
I’m worried about deadlines but managing.,Medium,6.2,7.3,4.2,2.4,2.8,60.0
I'm dealing with some emotional pressure.,Medium,7.1,5.8,8.9,3.3,1.1,61.0
Today has its ups and downs.,Medium,1.0,6.3,7.8,5.4,1.8,63.0
I feel anxious but still somewhat okay.,Medium,5.8,4.3,8.6,3.7,3.0,59.0
I feel a little stressed but I'm coping.,Medium,2.2,5.1,7.4,5.7,2.5,45.0
Today has its ups and downs.,Medium,3.0,9.3,4.5,3.3,3.0,57.0
Trying to balance everything is tiring.,Medium,3.5,9.1,4.4,3.4,1.8,62.0
I need a break but I’ll keep going.,Medium,2.5,4.1,5.6,4.0,1.7,66.0
I could use some rest from the workload.,Medium,3.8,4.5,5.6,1.2,2.2,64.0
I'm dealing with some emotional pressure.,Medium,5.6,4.7,4.0,1.8,1.5,69.0
I feel a little stressed but I'm coping.,Medium,2.9,8.1,8.6,2.8,1.5,40.0
I’m worried about deadlines but managing.,Medium,6.8,6.5,4.2,2.8,2.9,45.0
Some days are tough but I push myself.,Medium,1.2,3.5,5.9,5.8,1.5,60.0
I need a break but I’ll keep going.,Medium,1.7,9.5,7.9,2.5,3.0,62.0
I feel pressure but I'm trying to stay strong.,Medium,4.2,6.8,8.4,5.7,2.7,52.0
My stress level is moderate today.,Medium,6.7,4.8,5.8,4.7,3.2,43.0
Things are stressing me out a bit.,Medium,3.3,7.4,5.7,4.8,1.0,65.0
My stress level is moderate today.,Medium,5.1,6.0,5.0,2.0,2.7,54.0
I’m worried about deadlines but managing.,Medium,5.7,7.9,5.5,1.2,1.7,60.0
I feel anxious but still somewhat okay.,Medium,5.1,4.1,4.9,1.2,2.4,42.0
I need a break but I’ll keep going.,Medium,1.8,3.7,4.1,2.8,3.2,50.0
"Not the best day, but not the worst either.",Medium,7.4,3.9,5.9,3.6,2.6,42.0
My stress level is moderate today.,Medium,2.0,9.8,7.2,2.7,2.3,62.0
A few things are bothering me today.,Medium,6.0,6.3,4.5,2.4,3.5,62.0
A few things are bothering me today.,Medium,4.6,8.1,6.4,4.5,1.8,43.0
Some days are tough but I push myself.,Medium,1.4,7.9,7.3,5.8,1.7,49.0
I feel anxious but still somewhat okay.,Medium,5.3,9.1,6.5,2.3,3.3,58.0
Some days are tough but I push myself.,Medium,7.8,5.5,7.4,5.9,0.8,68.0
Trying to stay positive despite difficulties.,Medium,6.4,5.0,6.0,5.4,1.2,68.0
I’m worried about deadlines but managing.,Medium,6.4,8.7,5.1,2.5,3.4,57.0
Trying to balance everything is tiring.,Medium,1.5,8.8,5.3,4.4,1.3,67.0
I could use some rest from the workload.,Medium,6.0,6.3,4.1,3.7,2.5,45.0
"Not the best day, but not the worst either.",Medium,6.6,9.0,7.5,2.7,1.5,59.0
I'm dealing with some emotional pressure.,Medium,4.1,7.3,7.6,5.0,1.3,40.0
My stress level is moderate today.,Medium,5.8,6.0,8.9,5.4,2.5,68.0
I could use some rest from the workload.,Medium,7.7,4.7,4.2,2.5,3.5,48.0
I feel anxious but still somewhat okay.,Medium,6.5,8.1,8.1,4.0,2.4,67.0
Trying to stay positive despite difficulties.,Medium,5.2,7.4,6.3,3.1,0.8,57.0
I feel anxious but still somewhat okay.,Medium,5.1,6.7,7.5,3.6,2.4,61.0
Trying to stay positive despite difficulties.,Medium,3.1,4.7,4.9,4.2,1.9,62.0
I could use some rest from the workload.,Medium,6.9,4.0,6.0,2.2,2.6,49.0
My stress level is moderate today.,Medium,3.5,8.9,5.4,1.6,2.9,45.0
Today has its ups and downs.,Medium,5.6,7.3,8.7,2.8,2.5,53.0
I could use some rest from the workload.,Medium,4.8,9.3,9.0,5.9,2.1,59.0
I'm dealing with some emotional pressure.,Medium,4.3,7.3,7.7,4.7,2.0,40.0
Some days are tough but I push myself.,Medium,3.5,5.5,6.1,4.1,2.9,60.0
I’m worried about deadlines but managing.,Medium,5.1,4.6,7.6,1.2,1.5,46.0
I'm dealing with some emotional pressure.,Medium,4.6,9.5,7.9,2.4,1.6,49.0
Trying to stay positive despite difficulties.,Medium,4.0,8.0,5.2,5.8,2.5,43.0
Trying to balance everything is tiring.,Medium,5.5,6.3,4.1,3.1,3.4,51.0
I'm dealing with some emotional pressure.,Medium,6.9,5.8,8.6,5.2,2.0,42.0
I could use some rest from the workload.,Medium,6.2,9.1,7.7,5.8,3.2,61.0
I’m worried about deadlines but managing.,Medium,5.1,3.2,8.6,2.1,2.9,60.0
"Not the best day, but not the worst either.",Medium,2.3,5.9,5.6,2.9,1.0,55.0
My stress level is moderate today.,Medium,1.4,3.8,6.0,3.0,0.7,69.0
I need a break but I’ll keep going.,Medium,6.5,6.0,8.9,1.6,1.1,65.0
"Not the best day, but not the worst either.",Medium,1.5,4.0,6.2,5.1,2.4,54.0
Trying to balance everything is tiring.,Medium,5.4,4.4,8.7,5.2,1.8,59.0
My stress level is moderate today.,Medium,3.1,5.7,6.9,5.7,1.2,59.0
Things are stressing me out a bit.,Medium,2.4,7.3,6.5,5.5,2.0,54.0
I'm dealing with some emotional pressure.,Medium,2.0,5.0,7.1,2.3,1.8,46.0
I feel a little stressed but I'm coping.,Medium,6.7,4.3,5.0,2.6,1.3,49.0
Some days are tough but I push myself.,Medium,7.3,6.7,5.9,2.2,2.4,58.0
Trying to balance everything is tiring.,Medium,6.0,4.8,4.3,5.1,1.9,47.0
I feel anxious but still somewhat okay.,Medium,3.4,6.0,8.8,1.7,1.0,45.0
I need a break but I’ll keep going.,Medium,6.0,3.0,4.3,3.6,1.7,50.0
Trying to stay positive despite difficulties.,Medium,4.9,7.9,4.2,3.3,0.9,54.0
"Not the best day, but not the worst either.",Medium,5.7,6.7,8.1,4.7,2.7,57.0
"Not the best day, but not the worst either.",Medium,8.0,3.2,7.5,5.9,1.0,48.0
I could use some rest from the workload.,Medium,1.4,8.7,5.0,6.0,3.2,51.0
I’m worried about deadlines but managing.,Medium,3.1,6.7,6.5,2.6,2.2,68.0
I feel anxious but still somewhat okay.,Medium,1.4,3.7,7.5,3.1,2.5,49.0
I could use some rest from the workload.,Medium,5.4,5.4,5.9,3.0,2.5,60.0
My stress level is moderate today.,Medium,5.6,4.4,8.0,4.7,0.8,48.0
Today has its ups and downs.,Medium,6.8,7.0,7.5,1.8,0.8,64.0
I’m worried about deadlines but managing.,Medium,3.6,8.6,6.5,3.4,1.9,68.0
Some days are tough but I push myself.,Medium,3.4,5.3,5.6,5.6,3.4,54.0
I feel a little stressed but I'm coping.,Medium,4.6,6.9,8.5,3.9,1.8,60.0
I'm dealing with some emotional pressure.,Medium,3.5,7.0,4.2,3.1,1.7,55.0
Some days are tough but I push myself.,Medium,2.8,7.7,4.7,5.2,2.0,63.0
I could use some rest from the workload.,Medium,5.6,7.6,4.6,1.8,2.2,67.0
I feel pressure but I'm trying to stay strong.,Medium,4.0,4.5,8.7,5.7,0.8,62.0
Trying to balance everything is tiring.,Medium,7.3,7.7,8.5,1.6,2.6,56.0
Today has its ups and downs.,Medium,5.2,7.2,5.5,3.8,3.4,62.0
Some days are tough but I push myself.,Medium,2.7,3.3,4.2,2.1,1.3,49.0
I could use some rest from the workload.,Medium,1.7,6.1,6.6,4.0,1.9,43.0
I'm dealing with some emotional pressure.,Medium,7.2,7.3,6.3,5.7,1.4,61.0
I need a break but I’ll keep going.,Medium,6.0,3.9,5.7,1.4,2.5,45.0
Trying to stay positive despite difficulties.,Medium,2.2,3.5,7.0,4.5,2.1,59.0
I feel pressure but I'm trying to stay strong.,Medium,4.6,4.0,7.2,1.9,2.8,58.0
Trying to stay positive despite difficulties.,Medium,6.8,7.5,4.3,1.1,2.8,51.0
I need a break but I’ll keep going.,Medium,5.7,7.9,7.4,4.6,1.8,67.0
I could use some rest from the workload.,Medium,3.0,5.0,5.3,2.4,3.1,69.0
My stress level is moderate today.,Medium,5.3,3.2,5.2,2.1,2.9,43.0
A few things are bothering me today.,Medium,3.6,8.4,8.3,4.5,1.1,47.0
I could use some rest from the workload.,Medium,5.0,5.9,7.1,5.3,2.5,68.0
I need a break but I’ll keep going.,Medium,7.7,5.1,7.0,4.0,2.2,53.0
I could use some rest from the workload.,Medium,1.3,8.1,8.0,4.7,2.9,49.0
I'm dealing with some emotional pressure.,Medium,3.4,3.3,5.9,2.2,1.8,50.0
Today has its ups and downs.,Medium,2.9,6.6,4.9,3.6,2.9,65.0
I feel pressure but I'm trying to stay strong.,Medium,5.6,3.9,4.9,4.7,1.0,53.0
Today has its ups and downs.,Medium,7.7,4.7,5.6,3.6,0.9,61.0
I could use some rest from the workload.,Medium,2.4,8.7,6.6,4.1,3.4,53.0
Today has its ups and downs.,Medium,7.6,4.9,8.6,1.1,1.5,45.0
"Not the best day, but not the worst either.",Medium,6.2,4.8,7.4,4.0,2.5,67.0
Some days are tough but I push myself.,Medium,2.7,7.7,4.5,6.0,1.4,50.0
I feel pressure but I'm trying to stay strong.,Medium,1.3,5.0,5.3,5.9,1.8,48.0
I feel pressure but I'm trying to stay strong.,Medium,1.2,7.3,7.3,4.0,3.3,41.0
I feel anxious but still somewhat okay.,Medium,7.6,5.7,8.3,1.6,2.4,45.0
Trying to balance everything is tiring.,Medium,4.2,5.3,5.2,5.7,1.9,65.0
I feel pressure but I'm trying to stay strong.,Medium,7.2,8.7,8.6,1.3,1.1,61.0
I feel a little stressed but I'm coping.,Medium,1.5,3.1,7.5,5.9,1.7,62.0
Things are stressing me out a bit.,Medium,1.6,4.7,7.4,1.1,1.9,51.0
Some days are tough but I push myself.,Medium,4.7,4.4,4.4,3.5,2.1,53.0
I’m worried about deadlines but managing.,Medium,6.7,5.1,8.7,4.3,2.1,65.0
Some days are tough but I push myself.,Medium,5.7,3.4,6.0,5.4,1.2,54.0
Trying to balance everything is tiring.,Medium,2.2,3.4,6.3,3.6,0.6,40.0
Some days are tough but I push myself.,Medium,6.6,7.3,6.0,1.1,3.0,53.0
Things are stressing me out a bit.,Medium,4.1,7.1,8.9,4.2,1.4,51.0
I need a break but I’ll keep going.,Medium,2.8,7.9,4.4,1.3,2.3,59.0
I feel pressure but I'm trying to stay strong.,Medium,1.1,3.4,8.5,2.3,3.4,49.0
I feel a little stressed but I'm coping.,Medium,5.3,9.5,6.4,1.1,1.2,63.0
Today has its ups and downs.,Medium,2.1,3.3,4.9,1.1,0.8,62.0
Trying to stay positive despite difficulties.,Medium,6.6,4.5,5.2,1.2,2.1,65.0
I'm dealing with some emotional pressure.,Medium,7.4,5.1,6.8,2.9,0.9,65.0
I feel anxious but still somewhat okay.,Medium,3.4,6.6,4.6,2.5,1.6,59.0
Trying to stay positive despite difficulties.,Medium,6.2,7.5,5.5,1.8,2.5,68.0
A few things are bothering me today.,Medium,2.3,6.9,6.7,5.6,2.6,66.0
Trying to balance everything is tiring.,Medium,7.1,7.1,6.1,1.2,1.0,64.0
My stress level is moderate today.,Medium,2.7,7.7,6.5,3.0,1.3,67.0
Today has its ups and downs.,Medium,1.3,9.3,6.5,2.7,1.0,55.0
Today has its ups and downs.,Medium,2.8,9.0,6.4,3.7,1.4,59.0
Trying to stay positive despite difficulties.,Medium,5.1,4.7,5.9,2.5,1.9,40.0
I'm dealing with some emotional pressure.,Medium,5.7,7.0,4.6,3.3,0.6,66.0
I could use some rest from the workload.,Medium,3.6,6.6,8.0,1.2,2.8,54.0
I feel anxious but still somewhat okay.,Medium,7.6,4.8,8.7,2.6,0.6,61.0
Trying to stay positive despite difficulties.,Medium,6.6,4.2,8.1,3.2,2.0,51.0
Trying to stay positive despite difficulties.,Medium,6.3,8.6,7.9,5.8,1.2,47.0
I’m worried about deadlines but managing.,Medium,6.1,10.0,5.4,4.2,1.2,53.0
I feel pressure but I'm trying to stay strong.,Medium,5.7,8.7,6.8,4.7,1.8,55.0
"Not the best day, but not the worst either.",Medium,3.2,9.3,7.7,4.7,1.1,66.0
I feel a little stressed but I'm coping.,Medium,6.1,4.8,4.8,4.7,2.4,47.0
My stress level is moderate today.,Medium,3.1,4.7,6.0,5.4,0.6,53.0
I'm dealing with some emotional pressure.,Medium,5.2,7.0,5.6,4.6,1.5,62.0
Trying to stay positive despite difficulties.,Medium,7.2,5.6,5.7,1.0,1.7,44.0
I feel anxious but still somewhat okay.,Medium,6.1,9.2,6.9,5.2,2.2,55.0
Some days are tough but I push myself.,Medium,3.3,9.5,6.4,5.1,2.4,60.0
"Not the best day, but not the worst either.",Medium,3.2,8.5,7.1,5.1,2.5,61.0
I’m worried about deadlines but managing.,Medium,5.7,4.1,4.9,5.6,1.4,41.0
A few things are bothering me today.,Medium,3.1,9.3,8.8,1.4,3.4,45.0
I feel anxious but still somewhat okay.,Medium,7.7,3.7,7.9,4.2,2.1,61.0
"Not the best day, but not the worst either.",Medium,6.3,3.1,6.6,6.0,1.1,44.0
"Not the best day, but not the worst either.",Medium,4.0,3.5,8.5,1.4,3.3,53.0
My stress level is moderate today.,Medium,2.2,5.5,6.8,1.5,1.1,43.0
I feel a little stressed but I'm coping.,Medium,1.9,8.3,8.6,3.4,1.8,48.0
Trying to balance everything is tiring.,Medium,5.6,6.6,8.1,1.2,1.3,64.0
My stress level is moderate today.,Medium,6.7,8.5,6.8,4.3,3.0,57.0
I feel anxious but still somewhat okay.,Medium,1.2,4.2,7.4,3.7,2.7,53.0
Some days are tough but I push myself.,Medium,2.9,9.2,4.3,2.0,0.5,40.0
I need a break but I’ll keep going.,Medium,1.9,3.6,5.4,3.5,2.6,49.0
I feel anxious but still somewhat okay.,Medium,1.2,5.2,7.9,1.2,1.9,46.0
I need a break but I’ll keep going.,Medium,2.3,3.8,5.4,5.7,1.5,41.0
I feel pressure but I'm trying to stay strong.,Medium,1.3,9.6,8.9,5.9,2.6,64.0
Trying to balance everything is tiring.,Medium,5.3,3.7,7.3,2.3,3.0,64.0
I feel pressure but I'm trying to stay strong.,Medium,4.6,8.8,8.5,2.9,2.8,55.0
I feel pressure but I'm trying to stay strong.,Medium,6.2,6.8,4.7,5.5,2.5,51.0
Today has its ups and downs.,Medium,2.1,5.2,6.3,2.4,2.7,59.0
Some days are tough but I push myself.,Medium,2.1,7.5,5.3,3.4,2.7,59.0
I feel pressure but I'm trying to stay strong.,Medium,4.4,4.8,4.3,1.6,2.5,62.0
Trying to balance everything is tiring.,Medium,7.8,8.1,4.7,1.5,2.1,69.0
I'm dealing with some emotional pressure.,Medium,2.6,4.2,6.5,2.7,2.4,51.0
I’m worried about deadlines but managing.,Medium,1.3,6.7,5.3,3.0,2.8,69.0
Trying to stay positive despite difficulties.,Medium,2.2,4.1,5.9,2.7,1.3,47.0
I’m worried about deadlines but managing.,Medium,1.1,6.7,4.8,5.4,2.3,62.0
I'm dealing with some emotional pressure.,Medium,1.4,7.7,6.6,4.2,2.8,66.0
I need a break but I’ll keep going.,Medium,8.0,8.9,7.8,4.8,0.8,41.0
I’m worried about deadlines but managing.,Medium,6.4,7.2,4.9,4.0,2.0,49.0
I feel pressure but I'm trying to stay strong.,Medium,6.1,5.6,7.2,4.3,2.1,45.0
I'm dealing with some emotional pressure.,Medium,3.3,4.7,7.0,1.6,2.4,42.0
Trying to balance everything is tiring.,Medium,1.3,6.0,7.1,2.4,2.5,45.0
My stress level is moderate today.,Medium,6.4,9.1,6.3,5.6,1.2,60.0
A few things are bothering me today.,Medium,6.4,8.8,4.0,4.0,0.8,43.0
I feel anxious but still somewhat okay.,Medium,1.2,9.5,7.0,5.2,2.7,53.0
I feel anxious but still somewhat okay.,Medium,6.9,6.0,8.6,4.4,1.5,51.0
Trying to balance everything is tiring.,Medium,3.7,4.4,6.2,5.3,1.8,69.0
I could use some rest from the workload.,Medium,2.4,4.9,4.1,3.3,0.6,49.0
Things are stressing me out a bit.,Medium,5.0,3.9,6.8,2.7,1.2,41.0
Some days are tough but I push myself.,Medium,4.7,7.3,4.9,1.9,2.4,65.0
I need a break but I’ll keep going.,Medium,4.7,9.4,5.1,1.9,1.7,47.0
Trying to balance everything is tiring.,Medium,6.2,3.3,4.8,1.2,3.3,61.0
I feel pressure but I'm trying to stay strong.,Medium,1.8,7.4,5.6,4.2,0.9,54.0
I could use some rest from the workload.,Medium,1.2,5.6,6.1,4.9,1.4,66.0
Things are stressing me out a bit.,Medium,1.3,3.1,4.5,5.1,0.8,63.0
I need a break but I’ll keep going.,Medium,2.0,6.7,5.2,3.4,1.4,69.0
Trying to stay positive despite difficulties.,Medium,3.2,8.9,4.1,2.8,2.0,58.0
Trying to balance everything is tiring.,Medium,2.1,3.8,7.5,3.4,0.5,68.0
I need a break but I’ll keep going.,Medium,7.7,8.5,8.0,5.1,3.5,61.0
Some days are tough but I push myself.,Medium,4.7,4.7,8.7,5.1,2.2,58.0
I feel pressure but I'm trying to stay strong.,Medium,2.6,4.2,6.1,3.9,2.2,48.0
Things are stressing me out a bit.,Medium,4.4,9.9,5.9,2.6,1.6,66.0
Today has its ups and downs.,Medium,5.3,9.7,6.5,3.7,0.8,46.0
I feel anxious but still somewhat okay.,Medium,3.1,9.0,8.4,3.0,1.0,59.0
I'm dealing with some emotional pressure.,Medium,7.2,7.3,7.3,3.4,1.1,45.0
A few things are bothering me today.,Medium,1.8,8.0,5.9,1.1,3.2,61.0
My stress level is moderate today.,Medium,2.5,5.0,4.9,5.3,2.9,62.0
Today has its ups and downs.,Medium,6.8,8.3,6.4,1.2,1.0,68.0
Today has its ups and downs.,Medium,5.7,6.6,4.7,5.5,1.6,60.0
I feel pressure but I'm trying to stay strong.,Medium,1.6,3.8,7.1,1.6,3.5,53.0
Today has its ups and downs.,Medium,5.3,4.0,8.7,4.0,3.5,61.0
A few things are bothering me today.,Medium,1.4,6.8,7.8,1.8,2.7,64.0
